"repo","starred_at","url","description"
"iann0036/iamlive","2024-11-27T09:22:19Z","https://github.com/iann0036/iamlive","Generate an IAM policy from AWS, Azure, or Google Cloud (GCP) calls using client-side monitoring (CSM) or embedded proxy"
"firecracker-microvm/firecracker","2024-11-02T10:18:45Z","https://github.com/firecracker-microvm/firecracker","Secure and fast microVMs for serverless computing."
"openshift/gatekeeper","2024-10-18T04:11:20Z","https://github.com/openshift/gatekeeper","Gatekeeper is a validating (mutating TBA) webhook that enforces CRD-based policies executed by Open Policy Agent"
"cmacmackin/markdown-include","2024-10-08T04:49:18Z","https://github.com/cmacmackin/markdown-include","Provides syntax for Python-Markdown which allows for the inclusion of the contents of other Markdown documents."
"qmonnet/awesome-ebpf","2024-09-25T03:34:02Z","https://github.com/qmonnet/awesome-ebpf","A curated list of awesome projects related to eBPF."
"astral-sh/uv","2024-09-23T14:43:39Z","https://github.com/astral-sh/uv","An extremely fast Python package and project manager, written in Rust."
"getzola/zola","2024-08-16T02:20:26Z","https://github.com/getzola/zola","A fast static site generator in a single binary with everything built-in. https://www.getzola.org"
"sivaprasadreddy/tomato-architecture","2024-07-30T13:23:35Z","https://github.com/sivaprasadreddy/tomato-architecture","Tomato Architecture - A common sense driven approach to software architecture"
"wirasecure/pentest-notes","2024-07-26T16:26:04Z","https://github.com/wirasecure/pentest-notes",
"enquirer/enquirer","2024-07-03T13:39:49Z","https://github.com/enquirer/enquirer","Stylish, intuitive and user-friendly prompts. Used by eslint, webpack, yarn, pm2, pnpm, RedwoodJS, FactorJS, salesforce, Cypress, Google Lighthouse, Generate, tencent cloudbase, lint-staged, gluegun, hygen, hardhat, AWS Amplify, GitHub Actions Toolkit, @airbnb/nimbus, and more! Please follow Enquirer's author: https://github.com/jonschlinkert"
"stern/stern","2024-06-20T15:42:43Z","https://github.com/stern/stern","⎈ Multi pod and container log tailing for Kubernetes -- Friendly fork of https://github.com/wercker/stern"
"lucafrance/luca-decimal","2024-06-15T07:00:23Z","https://github.com/lucafrance/luca-decimal","A digital organization system."
"sholladay/generator-seth","2024-05-20T15:07:32Z","https://github.com/sholladay/generator-seth","Set up new Node.js projects"
"casdoor/casdoor","2024-05-17T10:36:32Z","https://github.com/casdoor/casdoor","An open-source Agent-first Identity and Access Management (IAM) /LLM MCP & agent gateway and auth server with web UI supporting OpenClaw, MCP, OAuth, OIDC, SAML, CAS, LDAP, SCIM, WebAuthn, TOTP, MFA, Face ID, Google Workspace, Azure AD"
"nginx-proxy/nginx-proxy","2024-05-13T15:10:54Z","https://github.com/nginx-proxy/nginx-proxy","Automated Nginx Reverse Proxy for Docker"
"nginx-proxy/docker-gen","2024-05-13T15:10:41Z","https://github.com/nginx-proxy/docker-gen","Generate files from docker container meta-data"
"dexpota/kitty-themes","2024-05-09T03:55:38Z","https://github.com/dexpota/kitty-themes","A collection of themes for kitty terminal 😻"
"romkatv/zsh-bench","2024-05-08T08:03:31Z","https://github.com/romkatv/zsh-bench","Benchmark for interactive Zsh"
"hfaran/slack-export-viewer","2024-04-03T03:40:07Z","https://github.com/hfaran/slack-export-viewer","A Slack Export archive viewer that allows you to easily view and share your Slack team's export"
"felixrieseberg/slack-archive","2024-04-03T03:37:42Z","https://github.com/felixrieseberg/slack-archive","Generate static HTML archives of Slack workspaces"
"clastix/kamaji","2024-02-21T08:33:45Z","https://github.com/clastix/kamaji","Kamaji is the Hosted Control Plane Manager for Kubernetes."
"nginx/nginx-s3-gateway","2024-02-20T10:43:56Z","https://github.com/nginx/nginx-s3-gateway","NGINX S3 Gateway"
"immich-app/immich","2024-02-17T06:02:00Z","https://github.com/immich-app/immich","High performance self-hosted photo and video management solution."
"anuraghazra/github-readme-stats","2024-01-27T15:54:00Z","https://github.com/anuraghazra/github-readme-stats",":zap: Dynamically generated stats for your github readmes"
"huginn/huginn","2024-01-27T12:57:53Z","https://github.com/huginn/huginn","Create agents that monitor and act on your behalf.  Your agents are standing by!"
"outline/outline","2024-01-18T16:28:48Z","https://github.com/outline/outline","The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible."
"charlesbel/Evilginx2-Phishlets","2024-01-18T04:56:11Z","https://github.com/charlesbel/Evilginx2-Phishlets","Many Evilginx2 Phishlets Uptodate"
"rewardone/OSCPRepo","2024-01-18T04:55:06Z","https://github.com/rewardone/OSCPRepo","A list of commands, scripts, resources, and more that I have gathered and attempted to consolidate for use as OSCP (and more) study material. Commands in 'Usefulcommands' Keepnote. Bookmarks and reading material in 'BookmarkList' CherryTree. Reconscan Py2 and Py3. Custom ISO building."
"ContainerSolutions/runbooks","2024-01-17T04:02:51Z","https://github.com/ContainerSolutions/runbooks","A collection of step by step guides for fixing common tech problems."
"liriliri/eruda","2024-01-14T05:30:34Z","https://github.com/liriliri/eruda","Console for mobile browsers"
"ojroques/hugo-researcher","2024-01-13T13:38:53Z","https://github.com/ojroques/hugo-researcher","A simple resume theme for Hugo"
"fourjay/vim-hurl","2024-01-12T09:13:32Z","https://github.com/fourjay/vim-hurl","vim filetype plugin for hurl web testing tool"
"pfeiferj/nvim-hurl","2024-01-12T09:13:30Z","https://github.com/pfeiferj/nvim-hurl",
"jellydn/hurl.nvim","2024-01-12T09:10:57Z","https://github.com/jellydn/hurl.nvim","Hurl.nvim is a Neovim plugin designed to run HTTP requests directly from `.hurl` files. Elevate your API development workflow by executing and viewing responses without leaving your editor."
"nanxiaobei/hugo-paper","2023-12-31T11:02:06Z","https://github.com/nanxiaobei/hugo-paper","🪺 A simple, clean, customizable Hugo theme"
"Vimux/blank","2023-12-31T09:46:30Z","https://github.com/Vimux/blank","Starter Hugo theme for use as a template for building custom themes"
"giscus/giscus","2023-12-29T01:19:11Z","https://github.com/giscus/giscus","A commenting system powered by GitHub Discussions. :octocat: :speech_balloon: :gem:"
"hash3liZer/phishlets","2023-12-27T04:22:29Z","https://github.com/hash3liZer/phishlets","Phishlets for Evilginx2 (MITM proxy Framework)"
"simplerhacking/Evilginx3-Phishlets","2023-12-21T04:23:11Z","https://github.com/simplerhacking/Evilginx3-Phishlets","This repository provides penetration testers and red teams with an extensive collection of dynamic phishing templates designed specifically for use with Evilginx3. May be updated periodically."
"BolajiAyodeji/awesome-technical-writing","2023-12-20T03:45:41Z","https://github.com/BolajiAyodeji/awesome-technical-writing",":books: A curated list of awesome resources: articles, books, videos, tools, podcasts about technical writing."
"Yukuro/hugo-theme-shell","2023-12-18T08:09:20Z","https://github.com/Yukuro/hugo-theme-shell","Hugo Shell theme : Terminal-like theme with selectable color schemes."
"joeroe/risotto","2023-12-18T08:07:43Z","https://github.com/joeroe/risotto","A minimalist, responsive hugo theme inspired by terminal ricing aesthetics."
"Tarsnap/tarsnap","2023-12-18T07:58:36Z","https://github.com/Tarsnap/tarsnap","Command-line client code for Tarsnap."
"francoismichel/ssh3","2023-12-17T07:45:06Z","https://github.com/francoismichel/ssh3","SSH3: faster and rich secure shell using HTTP/3, checkout our article here: https://arxiv.org/abs/2312.08396 and our Internet-Draft: https://datatracker.ietf.org/doc/draft-michel-ssh3/"
"s3fs-fuse/s3fs-fuse","2023-12-13T11:17:48Z","https://github.com/s3fs-fuse/s3fs-fuse","FUSE-based file system backed by Amazon S3"
"stickfigure/blog","2023-11-25T04:19:49Z","https://github.com/stickfigure/blog","Jeff Schnitzer's Blog"
"rxhanson/Rectangle","2023-11-21T06:23:05Z","https://github.com/rxhanson/Rectangle","Move and resize windows on macOS with keyboard shortcuts and snap areas"
"authzed/spicedb","2023-11-20T14:41:01Z","https://github.com/authzed/spicedb","Open Source, Google Zanzibar-inspired database for scalably storing and querying fine-grained authorization data"
"axeleroy/self-host-planning-poker","2023-11-15T10:42:12Z","https://github.com/axeleroy/self-host-planning-poker","A hassle-free Planning Poker application to deploy on your NAS."
"spokvulcan/poker-planning","2023-11-15T10:41:44Z","https://github.com/spokvulcan/poker-planning","Free open-source planning poker for Scrum teams. No registration required. Real-time estimation for remote agile teams."
"compose-x/ecs_composex","2023-11-15T10:39:07Z","https://github.com/compose-x/ecs_composex","Manage, Configure and Deploy your services and AWS services and applications from your docker-compose definitions"
"docker-archive-public/docker.compose-ecs","2023-11-15T10:28:34Z","https://github.com/docker-archive-public/docker.compose-ecs","Deploy compose application on ECS"
"d0c-s4vage/lookatme","2023-10-14T09:24:19Z","https://github.com/d0c-s4vage/lookatme","An interactive, terminal-based markdown presenter"
"mock-server/mockserver-monorepo","2023-10-04T03:45:47Z","https://github.com/mock-server/mockserver-monorepo","MockServer is an HTTP(S) mock server and proxy for testing that lets you mock APIs, inspect and modify live traffic, and inject failures. It supports HTTP/1.1, HTTP/2, gRPC, WebSockets, TCP and more on a single port, with additional support for HTTP/3, message brokers, and AI/LLM APIs."
"usebruno/bruno","2023-10-02T04:29:09Z","https://github.com/usebruno/bruno","Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia)"
"mrmykey/awesome-http-clients","2023-09-20T08:28:42Z","https://github.com/mrmykey/awesome-http-clients","💎 A curated list of awesome HTTP Clients for exploring, debugging, and testing APIs. Best place to find postman alternatives."
"hoppscotch/hoppscotch","2023-09-20T08:14:54Z","https://github.com/hoppscotch/hoppscotch","Open-Source API Development Ecosystem • https://hoppscotch.io • Offline, On-Prem & Cloud • Web, Desktop & CLI • Open-Source Alternative to Postman, Insomnia"
"whyistheinternetbroken/k8s-kerberos","2023-09-11T03:25:46Z","https://github.com/whyistheinternetbroken/k8s-kerberos","Kubernetes deployment of NFS Kerberos with mount in privileged container and user access from an unprivileged container."
"curityio/nginx_oauth_proxy_module","2023-08-28T03:41:44Z","https://github.com/curityio/nginx_oauth_proxy_module","NGINX module that decrypts secure cookies from Single Page Apps and forwards JWT access tokens to APIs"
"satwikkansal/wtfpython","2023-08-27T13:37:49Z","https://github.com/satwikkansal/wtfpython","What the f*ck Python? 😱"
"bats-core/bats-core","2023-08-13T05:19:37Z","https://github.com/bats-core/bats-core","Bash Automated Testing System"
"nginx/unit","2023-08-05T13:36:31Z","https://github.com/nginx/unit","NGINX Unit - universal web app server - a lightweight and versatile open source server that simplifies the application stack by natively executing application code across eight different programming language runtimes."
"mc1arke/sonarqube-community-branch-plugin","2023-07-19T03:55:30Z","https://github.com/mc1arke/sonarqube-community-branch-plugin","A plugin that allows branch analysis and pull request decoration in the Community version of Sonarqube"
"detailyang/nginx-location-match-visible","2023-07-18T10:10:43Z","https://github.com/detailyang/nginx-location-match-visible",":beers: help you understand how does nginx location match works:)"
"lcrilly/nginx2squid","2023-07-17T04:57:38Z","https://github.com/lcrilly/nginx2squid","PoC environment where NGINX proxies upstream via Squid forward proxy using HTTP CONNECT"
"sleventyeleven/linuxprivchecker","2023-07-16T15:29:29Z","https://github.com/sleventyeleven/linuxprivchecker","linuxprivchecker.py -- a Linux Privilege Escalation Check Script"
"TH3xACE/SUDO_KILLER","2023-07-16T15:28:39Z","https://github.com/TH3xACE/SUDO_KILLER","A tool designed to exploit a privilege escalation vulnerability in the sudo program on Unix-like systems. It takes advantage of a specific misconfiguration or flaw in sudo to gain elevated privileges on the system, essentially allowing a regular user to execute commands as the root user."
"litestar-org/litestar","2023-07-16T15:10:37Z","https://github.com/litestar-org/litestar","Light, flexible and extensible ASGI framework | Built to scale"
"purton-tech/barricade","2023-07-16T15:09:21Z","https://github.com/purton-tech/barricade","Quickly add user registration and logon to any application"
"dosisod/refurb","2023-07-16T14:56:06Z","https://github.com/dosisod/refurb","A tool for refurbishing and modernizing Python codebases"
"bradfitz/issue-tracker-behaviors","2023-07-09T09:43:58Z","https://github.com/bradfitz/issue-tracker-behaviors",
"javalin/javalin","2023-07-02T10:52:04Z","https://github.com/javalin/javalin","A simple and modern Java and Kotlin web framework"
"spring-projects/spring-modulith","2023-07-02T10:31:40Z","https://github.com/spring-projects/spring-modulith","Modular applications with Spring Boot"
"kgretzky/evilginx2","2023-07-02T10:04:40Z","https://github.com/kgretzky/evilginx2","Standalone man-in-the-middle attack framework used for phishing login credentials along with session cookies, allowing for the bypass of 2-factor authentication"
"mason-org/mason.nvim","2023-06-29T03:46:21Z","https://github.com/mason-org/mason.nvim","Portable package manager for Neovim that runs everywhere Neovim runs. Easily install and manage LSP servers, DAP servers, linters, and formatters."
"Shopify/toxiproxy","2023-06-21T05:04:28Z","https://github.com/Shopify/toxiproxy",":alarm_clock: :fire: A TCP proxy to simulate network and system conditions for chaos and resiliency testing"
"micrometer-metrics/micrometer","2023-06-18T05:30:23Z","https://github.com/micrometer-metrics/micrometer","An application observability facade for the most popular observability tools. Think SLF4J, but for observability."
"divamgupta/diffusionbee-stable-diffusion-ui","2023-06-14T07:55:52Z","https://github.com/divamgupta/diffusionbee-stable-diffusion-ui","Diffusion Bee is the easiest way to run Stable Diffusion locally on your M1 Mac. Comes with a one-click installer. No dependencies or technical knowledge needed."
"PacktPublishing/Hands-On-Reactive-Programming-in-Spring-5","2023-06-06T08:57:49Z","https://github.com/PacktPublishing/Hands-On-Reactive-Programming-in-Spring-5","Hands-On Reactive Programming in Spring 5, published by Packt"
"gravitational/teleport","2023-06-03T04:34:00Z","https://github.com/gravitational/teleport","The easiest, and most secure way to access and protect all of your infrastructure."
"Textualize/trogon","2023-05-27T10:31:32Z","https://github.com/Textualize/trogon","Easily turn your Click CLI into a powerful terminal application"
"apache/apisix","2023-05-24T14:59:36Z","https://github.com/apache/apisix","The Cloud-Native API Gateway and AI Gateway"
"magento/architecture","2023-05-18T04:51:50Z","https://github.com/magento/architecture","A place where Magento architectural discussions happen"
"DependencyTrack/dependency-track","2023-05-18T04:33:00Z","https://github.com/DependencyTrack/dependency-track","Dependency-Track is an intelligent Component Analysis platform that allows organizations to identify and reduce risk in the software supply chain."
"devtoolsd/awesome-devtools","2023-05-18T03:49:08Z","https://github.com/devtoolsd/awesome-devtools","A curated list of awesome developer tools and services — from cloud platforms and IDEs to AI-powered coding assistants and productivity utilities."
"jenkinsci/oic-auth-plugin","2023-05-05T03:48:29Z","https://github.com/jenkinsci/oic-auth-plugin","A Jenkins plugin which lets you login to Jenkins using your own, self-hosted or public openid connect server."
"flawiddsouza/Restfox","2023-04-29T08:57:24Z","https://github.com/flawiddsouza/Restfox","Offline-First Minimalistic HTTP & Socket Testing Client for the Web & Desktop"
"sosedoff/pgweb","2023-04-22T06:42:09Z","https://github.com/sosedoff/pgweb","Cross-platform client for PostgreSQL databases"
"pgbackrest/pgbackrest","2023-04-20T05:47:13Z","https://github.com/pgbackrest/pgbackrest","Reliable PostgreSQL Backup & Restore"
"robfig/cron","2023-04-20T04:45:15Z","https://github.com/robfig/cron","a cron library for go"
"prodrigestivill/docker-postgres-backup-local","2023-04-20T04:19:04Z","https://github.com/prodrigestivill/docker-postgres-backup-local","Backup PostgresSQL to local filesystem with periodic backups and rotate backups."
"alturkovic/distributed-lock","2023-04-19T16:02:38Z","https://github.com/alturkovic/distributed-lock","Distributed locking with Spring"
"kasper/phoenix","2023-04-11T05:17:04Z","https://github.com/kasper/phoenix","A lightweight macOS window and app manager scriptable with JavaScript"
"supabase/supavisor","2023-04-09T19:58:45Z","https://github.com/supabase/supavisor","A cloud-native, multi-tenant Postgres connection pooler."
"openshift/oc","2023-04-06T03:25:56Z","https://github.com/openshift/oc","The OpenShift Command Line, part of OKD"
"openshift-examples/web","2023-04-05T22:41:13Z","https://github.com/openshift-examples/web","🚀 Content of examples.openshift.pub"
"cloudflare/workerd","2023-04-04T13:54:08Z","https://github.com/cloudflare/workerd","The JavaScript / Wasm runtime that powers Cloudflare Workers"
"cmuratori/misc","2023-04-03T23:37:04Z","https://github.com/cmuratori/misc","Clippings"
"honojs/hono","2023-04-03T09:21:44Z","https://github.com/honojs/hono","Web framework built on Web Standards"
"kata-containers/kata-containers","2023-03-30T05:14:39Z","https://github.com/kata-containers/kata-containers","Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/"
"fastly/pushpin","2023-03-23T15:20:17Z","https://github.com/fastly/pushpin","A proxy server for adding push to your API, used at the core of Fastly's Fanout service"
"pgrok/pgrok","2023-03-15T01:41:00Z","https://github.com/pgrok/pgrok","Poor man's ngrok - a multi-tenant HTTP/TCP reverse tunnel solution through SSH remote port forwarding"
"coroot/coroot","2023-03-13T09:17:33Z","https://github.com/coroot/coroot","Coroot is an open-source observability and APM tool with AI-powered Root Cause Analysis. It combines metrics, logs, traces, continuous profiling, and SLO-based alerting with predefined dashboards and inspections."
"copier-org/copier","2023-03-13T04:11:46Z","https://github.com/copier-org/copier","Library and command-line utility for rendering projects templates."
"microlinkhq/keyvhq","2023-03-07T04:54:07Z","https://github.com/microlinkhq/keyvhq","Simple key-value storage with support for multiple backends."
"dockovpn/dockovpn","2023-03-05T22:52:27Z","https://github.com/dockovpn/dockovpn","🔐 Out of the box stateless openvpn-server docker image which starts in less than 2 seconds"
"XAMPPRocky/tokei","2023-03-04T04:55:33Z","https://github.com/XAMPPRocky/tokei","Count your code, quickly."
"google/jsonnet","2023-02-23T08:32:00Z","https://github.com/google/jsonnet","Jsonnet - The data templating language"
"zitadel/zitadel","2023-02-14T14:02:41Z","https://github.com/zitadel/zitadel","ZITADEL - Identity infrastructure, simplified for you."
"khoj-ai/khoj","2023-02-07T10:51:55Z","https://github.com/khoj-ai/khoj","Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
"sizovs/PipelinR","2023-01-24T15:59:42Z","https://github.com/sizovs/PipelinR","PipelinR is a lightweight command processing pipeline ❍ ⇢ ❍ ⇢ ❍ for your Java awesome app. "
"derailed/k9s","2023-01-16T08:10:34Z","https://github.com/derailed/k9s","🐶 Kubernetes CLI To Manage Your Clusters In Style!"
"dgkanatsios/CKAD-exercises","2023-01-16T03:50:36Z","https://github.com/dgkanatsios/CKAD-exercises","A set of exercises to prepare for Certified Kubernetes Application Developer exam by Cloud Native Computing Foundation"
"k3s-io/k3s","2023-01-12T04:45:06Z","https://github.com/k3s-io/k3s","Lightweight Kubernetes"
"portainer/portainer","2023-01-12T04:43:58Z","https://github.com/portainer/portainer","Making Docker and Kubernetes management easy."
"jeboehm/docker-mailserver","2023-01-10T03:47:11Z","https://github.com/jeboehm/docker-mailserver","Self-hosted email server with Docker/Kubernetes support. Features IMAP, SMTP, spam filtering, webmail, and web admin."
"coreos/ssh-key-dir","2023-01-10T03:42:34Z","https://github.com/coreos/ssh-key-dir","sshd AuthorizedKeysCommand to read ~/.ssh/authorized_keys.d"
"microsoft/aka","2023-01-09T10:40:45Z","https://github.com/microsoft/aka","Doc page listing all public aka.ms links for Microsoft admin portals"
"architecture-decision-record/architecture-decision-record","2022-12-28T03:31:49Z","https://github.com/architecture-decision-record/architecture-decision-record","Architecture decision record (ADR) examples for software planning, IT leadership, and template documentation"
"ms-jpq/coq_nvim","2022-12-22T15:45:06Z","https://github.com/ms-jpq/coq_nvim","Fast as FUCK nvim completion. SQLite, concurrent scheduler, hundreds of hours of optimization."
"pingcap/talent-plan","2022-12-22T15:44:34Z","https://github.com/pingcap/talent-plan","open source training courses about distributed database and distributed systems"
"ast-grep/ast-grep","2022-12-22T15:43:07Z","https://github.com/ast-grep/ast-grep","⚡A CLI tool for code structural search, lint and rewriting. Written in Rust"
"jpetazzo/dind","2022-12-22T15:42:26Z","https://github.com/jpetazzo/dind","Docker in Docker"
"open-policy-agent/gatekeeper","2022-12-22T15:40:10Z","https://github.com/open-policy-agent/gatekeeper","🐊 Policy Controller for Kubernetes"
"jsonresume/resume-cli","2022-12-08T04:48:35Z","https://github.com/jsonresume/resume-cli","MOVED to jsonresume/jsonresume.org (packages/cli) — npm 'resume-cli' unchanged, revived for Node 18+"
"infinite-horizon219/Unix-Privilege-Escalation-Exploits-Pack","2022-12-05T23:47:50Z","https://github.com/infinite-horizon219/Unix-Privilege-Escalation-Exploits-Pack","Exploits for getting local root on Linux, BSD, AIX, HP-UX, Solaris, RHEL, SUSE etc."
"greenpau/caddy-security","2022-12-01T20:58:18Z","https://github.com/greenpau/caddy-security","🔐 Authentication, Authorization, and Accounting (AAA) App and Plugin for Caddy v2. 💎 Implements Form-Based, Basic, Local, LDAP, OpenID Connect, OAuth 2.0 (Github, Google, Facebook, Okta, etc.), SAML Authentication. MFA/2FA with App Authenticators and Yubico. 💎 Authorization with JWT/PASETO tokens. 🔐"
"ahmetb/kubernetes-network-policy-recipes","2022-11-29T14:19:28Z","https://github.com/ahmetb/kubernetes-network-policy-recipes","Example recipes for Kubernetes Network Policies that you can just copy paste"
"juanfont/headscale","2022-11-29T11:32:11Z","https://github.com/juanfont/headscale","An open source, self-hosted implementation of the Tailscale control server"
"molly/static-timeline-generator","2022-11-26T13:24:44Z","https://github.com/molly/static-timeline-generator","Create static timeline webpages."
"jlevy/the-art-of-command-line","2022-11-25T15:47:08Z","https://github.com/jlevy/the-art-of-command-line","Master the command line, in one page"
"fasiha/yamanote","2022-11-16T14:31:13Z","https://github.com/fasiha/yamanote","Computers are supposed to be tools for thinking. A nerdy, perhaps silly, tool is a list of bookmarks with excerpts. I've tried to use social media, journal apps, and Pinboard to achieve this but they're all lacking. Let's go old school. Very WIP."
"jimporter/mike","2022-11-16T07:18:57Z","https://github.com/jimporter/mike","Manage multiple versions of your MkDocs-powered documentation via Git"
"devtut/devtut.github.io","2022-11-15T04:58:13Z","https://github.com/devtut/devtut.github.io","Master programming topics"
"tamhoang1412/backend-swe-interview-questions","2022-11-12T12:08:41Z","https://github.com/tamhoang1412/backend-swe-interview-questions","Technical interview questions for backend engineer."
"darold/pgbadger","2022-11-12T10:32:25Z","https://github.com/darold/pgbadger","A fast PostgreSQL Log Analyzer"
"ralish/bash-script-template","2022-11-04T13:17:16Z","https://github.com/ralish/bash-script-template","A best practices Bash script template with several useful functions"
"slatedocs/slate","2022-10-29T16:24:29Z","https://github.com/slatedocs/slate","Beautiful static documentation for your API"
"kubernauts/practical-kubernetes-problems","2022-10-29T16:19:34Z","https://github.com/kubernauts/practical-kubernetes-problems","Used by our Practical Kubernetes Trainings."
"isaacs/minipass","2022-10-29T16:02:25Z","https://github.com/isaacs/minipass","A stream implementation that does more by doing less"
"openshift/cluster-logging-operator","2022-10-26T04:59:25Z","https://github.com/openshift/cluster-logging-operator","Operator to support logging subsystem of OpenShift"
"teamhanko/hanko","2022-10-26T00:44:48Z","https://github.com/teamhanko/hanko","Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch."
"mrmierzejewski/hugo-theme-console","2022-10-25T04:23:15Z","https://github.com/mrmierzejewski/hugo-theme-console","Minimal and responsive Hugo theme inspired by the system console, crafted for optimal performance with an average page load time of under one second."
"athul/archie","2022-10-25T04:21:35Z","https://github.com/athul/archie","A minimal Hugo Theme"
"thuliteio/doks","2022-10-25T04:20:45Z","https://github.com/thuliteio/doks","Everything you need to build a stellar documentation website. Fast, accessible, and easy to use."
"sigstore/fulcio","2022-10-23T04:11:48Z","https://github.com/sigstore/fulcio","Sigstore OIDC PKI"
"haampie/libtree","2022-10-21T09:17:41Z","https://github.com/haampie/libtree","ldd as a tree"
"xonsh/xonsh","2022-10-07T15:42:16Z","https://github.com/xonsh/xonsh","🐚 Python-powered shell. Full-featured, cross-platform and AI-friendly."
"turbot/steampipe","2022-10-03T15:02:48Z","https://github.com/turbot/steampipe","Zero-ETL, infinite possibilities. Live query APIs, code & more with SQL. No DB required."
"reactor/reactor-netty","2022-10-03T14:56:52Z","https://github.com/reactor/reactor-netty","TCP/HTTP/UDP/QUIC client/server with Reactor over Netty"
"samdjstevens/java-totp","2022-10-03T07:54:51Z","https://github.com/samdjstevens/java-totp","A java library for implementing Time-based One Time Passwords for Multi-Factor Authentication."
"kovidgoyal/kitty","2022-10-01T04:42:45Z","https://github.com/kovidgoyal/kitty","If you live in the terminal, kitty is made for you! Cross-platform, fast, feature-rich, GPU based."
"sourcey/sourcey","2022-09-30T05:00:18Z","https://github.com/sourcey/sourcey","Precision documentation from OpenAPI, MCP, Doxygen, and Markdown guides. Static HTML you own."
"mnadeem/boot-opentelemetry-tempo","2022-09-22T01:02:58Z","https://github.com/mnadeem/boot-opentelemetry-tempo","Project demonstrating Complete Observability Stack utilizing Prometheus, Loki (For distributed logging), Tempo (For Distributed tracing, this basically uses Jaeger Internally), Grafana for Java/spring based applications (With OpenTelemetry auto / manual Instrumentation) involving multiple microservices with DB interactions"
"abhinavsingh/proxy.py","2022-09-18T04:48:39Z","https://github.com/abhinavsingh/proxy.py","💫 Ngrok FRP Alternative • ⚡ Fast • 🪶 Lightweight • 0️⃣ Dependency • 🔌 Pluggable • 😈 TLS interception • 🔒 DNS-over-HTTPS • 🔥 Poor Man's VPN • ⏪ Reverse & ⏩ Forward • 👮🏿 ""Proxy Server"" framework • 🌐 ""Web Server"" framework • ➵ ➶ ➷ ➠ ""PubSub"" framework • 👷 ""Work"" acceptor & executor framework"
"andriisoldatenko/awesome-performance-testing","2022-09-15T05:24:40Z","https://github.com/andriisoldatenko/awesome-performance-testing","A collection of awesome performance testing resources"
"grafana/loki","2022-09-14T15:46:48Z","https://github.com/grafana/loki","Like Prometheus, but for logs."
"giltene/wrk2","2022-09-11T04:16:26Z","https://github.com/giltene/wrk2","A constant throughput, correct latency recording variant of wrk"
"ContainerSSH/ContainerSSH","2022-09-10T14:12:13Z","https://github.com/ContainerSSH/ContainerSSH","ContainerSSH: Launch containers on demand"
"jenkinsci/github-checks-plugin","2022-09-05T13:13:54Z","https://github.com/jenkinsci/github-checks-plugin","Jenkins Plugin for GitHub Checks API"
"lorey/github-stars-by-topic","2022-09-04T15:53:04Z","https://github.com/lorey/github-stars-by-topic",":star: Generate a list of your GitHub stars by topic - automatically!"
"agarrharr/awesome-cli-apps","2022-09-04T05:12:38Z","https://github.com/agarrharr/awesome-cli-apps","🖥 📊 🕹 🛠 A curated list of command line apps"
"ibraheemdev/modern-unix","2022-09-04T05:12:11Z","https://github.com/ibraheemdev/modern-unix","A collection of modern/faster/saner alternatives to common unix commands."
"tfeldmann/organize","2022-09-02T07:35:39Z","https://github.com/tfeldmann/organize","The file management automation tool."
"jattach/jattach","2022-08-31T00:34:33Z","https://github.com/jattach/jattach","JVM Dynamic Attach utility"
"CRAG666/code_runner.nvim","2022-08-28T21:33:23Z","https://github.com/CRAG666/code_runner.nvim","Neovim plugin.The best code runner you could have, it is like the one in vscode but with super powers, it manages projects like in intellij but without being slow"
"antonmedv/fx","2022-08-28T21:23:13Z","https://github.com/antonmedv/fx","Terminal JSON viewer & processor"
"Markakd/CVE-2021-4154","2022-08-24T03:41:58Z","https://github.com/Markakd/CVE-2021-4154","CVE-2021-4154 exploit"
"open-guides/og-aws","2022-08-23T15:44:17Z","https://github.com/open-guides/og-aws","📙 Amazon Web Services — a practical guide"
"fulgor/bulletjournal.md","2022-08-23T07:50:27Z","https://github.com/fulgor/bulletjournal.md","Bullet Journal in an plain textfile with Markdown formatting"
"zoph-io/IAMTrail","2022-08-23T05:18:37Z","https://github.com/zoph-io/IAMTrail","IAMTrail"
"nicholaschiasson/ngx_upstream_jdomain","2022-08-23T03:34:39Z","https://github.com/nicholaschiasson/ngx_upstream_jdomain","An asynchronous domain name resolution module for nginx upstream."
"karanpratapsingh/system-design","2022-08-21T07:55:27Z","https://github.com/karanpratapsingh/system-design","Learn how to design systems at scale and prepare for system design interviews"
"Twipped/InterviewThis","2022-08-20T06:18:06Z","https://github.com/Twipped/InterviewThis","An open source list of developer questions to ask prospective employers"
"surajsharma/x-in-y-lines","2022-08-14T06:34:36Z","https://github.com/surajsharma/x-in-y-lines","Succintly written (<1000 non-obfuscated loc), fully-functional software in any language"
