"repo","starred_at","url","description"
"cbroglie/mustache","2022-08-13T15:43:59Z","https://github.com/cbroglie/mustache","The mustache template language in Go"
"no1msd/mstch","2022-08-13T15:19:47Z","https://github.com/no1msd/mstch","mstch is a complete implementation of {{mustache}} templates using modern C++"
"halcyon/asdf-java","2022-08-11T03:49:32Z","https://github.com/halcyon/asdf-java","A Java plugin for asdf-vm."
"ventoy/Ventoy","2022-08-09T18:29:44Z","https://github.com/ventoy/Ventoy","A new bootable USB solution."
"filebrowser/filebrowser","2022-08-09T18:28:20Z","https://github.com/filebrowser/filebrowser","📂 Web File Browser"
"robusta-dev/robusta","2022-08-09T18:28:03Z","https://github.com/robusta-dev/robusta","Better Prometheus alerts for Kubernetes - smart grouping, AI enrichment, and automatic remediation"
"sverweij/dependency-cruiser","2022-08-07T07:32:07Z","https://github.com/sverweij/dependency-cruiser","Validate and visualize dependencies. Your rules. JavaScript, TypeScript, CoffeeScript. ES6, CommonJS, AMD."
"ggandor/lightspeed.nvim","2022-08-06T14:20:01Z","https://github.com/ggandor/lightspeed.nvim","deprecated in favor of leap.nvim"
"Aloxaf/fzf-tab","2022-08-06T09:33:30Z","https://github.com/Aloxaf/fzf-tab","Replace zsh's default completion selection menu with fzf!"
"charmbracelet/gum","2022-08-06T04:54:51Z","https://github.com/charmbracelet/gum","A tool for glamorous shell scripts 🎀"
"PacktPublishing/AWS-Security-Cookbook","2022-08-06T04:51:14Z","https://github.com/PacktPublishing/AWS-Security-Cookbook","AWS Security Cookbook, published by Packt"
"anhtumai/preexec_confirm","2022-08-01T00:06:22Z","https://github.com/anhtumai/preexec_confirm",
"Yelp/dumb-init","2022-07-31T01:02:56Z","https://github.com/Yelp/dumb-init","A minimal init system for Linux containers"
"conduktor/kafka-stack-docker-compose","2022-07-25T14:39:55Z","https://github.com/conduktor/kafka-stack-docker-compose","docker compose files to create a fully working kafka stack"
"cloudevents/spec","2022-07-24T10:41:15Z","https://github.com/cloudevents/spec","CloudEvents Specification"
"kraanzu/smassh","2022-07-24T10:25:35Z","https://github.com/kraanzu/smassh","Smassh your Keyboard, TUI Edition"
"RhinoSecurityLabs/cloudgoat","2022-07-24T10:24:51Z","https://github.com/RhinoSecurityLabs/cloudgoat","CloudGoat is Rhino Security Labs' ""Vulnerable by Design"" AWS deployment tool"
"ThePrimeagen/refactoring.nvim","2022-07-24T06:22:48Z","https://github.com/ThePrimeagen/refactoring.nvim","The Refactoring library based off the Refactoring book by Martin Fowler"
"docker-archive/compose-cli","2022-07-24T04:58:31Z","https://github.com/docker-archive/compose-cli","Easily run your Compose application to the cloud with compose-cli"
"int128/kubelogin","2022-07-20T00:21:19Z","https://github.com/int128/kubelogin","kubectl plugin for Kubernetes OpenID Connect authentication (kubectl oidc-login)"
"alyssaxuu/later","2022-07-14T06:56:07Z","https://github.com/alyssaxuu/later","Save all your Mac apps for later with one click 🖱️"
"Ibexoft/awesome-startup-tools-list","2022-07-10T16:00:23Z","https://github.com/Ibexoft/awesome-startup-tools-list","List of all tools (apps, services) that startups should use."
"philc/vimium","2022-07-10T15:52:37Z","https://github.com/philc/vimium","The hacker's browser."
"yuriisanin/CVE-2022-24342","2022-07-10T15:21:57Z","https://github.com/yuriisanin/CVE-2022-24342","PoC for CVE-2022-24342: account takeover via CSRF in GitHub authentication"
"healthchecks/healthchecks","2022-07-10T06:55:35Z","https://github.com/healthchecks/healthchecks","Open-source cron job and background task monitoring service, written in Python & Django"
"wsdjeg/SpaceVim","2022-07-07T00:30:46Z","https://github.com/wsdjeg/SpaceVim","A modular configuration of Vim and Neovim"
"getify/youperiod.app","2022-07-06T01:24:45Z","https://github.com/getify/youperiod.app","YouPeriod.app -- the privacy-first period tracking app"
"hemanth/functional-programming-jargon","2022-07-05T01:38:49Z","https://github.com/hemanth/functional-programming-jargon","Jargon from the functional programming world in simple terms!"
"there4/markdown-resume","2022-07-02T01:52:20Z","https://github.com/there4/markdown-resume","Generate a responsive CSS3 and HTML5 resume with Markdown, with optional PDF output."
"getsops/sops","2022-06-26T07:14:53Z","https://github.com/getsops/sops","Simple and flexible tool for managing secrets"
"muquit/mailsend","2022-06-24T09:27:12Z","https://github.com/muquit/mailsend","A program to send mail via SMTP from command line"
"savq/melange-nvim","2022-06-22T11:06:19Z","https://github.com/savq/melange-nvim","🗡️ Warm color scheme for Neovim and beyond"
"harelba/q","2022-06-21T16:05:39Z","https://github.com/harelba/q","q - Run SQL directly on delimited files and multi-file sqlite databases"
"sshuttle/sshuttle","2022-06-15T01:58:31Z","https://github.com/sshuttle/sshuttle","Transparent proxy server that works as a poor man's VPN.  Forwards over ssh.  Doesn't require admin.  Works with Linux and MacOS.  Supports DNS tunneling."
"tuyenvm/OpenKey","2022-06-06T02:23:16Z","https://github.com/tuyenvm/OpenKey","Vietnamese Input for macOS, Windows and Linux - Bộ gõ Tiếng Việt nguồn mở đa nền tảng"
"chvancooten/follina.py","2022-06-05T08:48:43Z","https://github.com/chvancooten/follina.py","POC to replicate the full 'Follina' Office RCE vulnerability for testing purposes"
"aquasecurity/trivy","2022-05-31T05:47:16Z","https://github.com/aquasecurity/trivy","Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more"
"JCTools/JCTools","2022-05-24T15:30:30Z","https://github.com/JCTools/JCTools",
"Cveinnt/LiveTerm","2022-05-22T10:57:41Z","https://github.com/Cveinnt/LiveTerm","💻 Build terminal styled websites in minutes!"
"zalando/postgres-operator","2022-05-21T07:18:33Z","https://github.com/zalando/postgres-operator","Postgres operator creates and manages PostgreSQL clusters running in Kubernetes"
"lissy93/personal-security-checklist","2022-05-08T08:00:19Z","https://github.com/lissy93/personal-security-checklist","🔒 A compiled checklist of 300+ tips for protecting digital security and privacy in 2026"
"networknt/light-4j","2022-05-08T07:42:07Z","https://github.com/networknt/light-4j","A fast, lightweight and more productive microservices framework"
"onceupon/Bash-Oneliner","2022-05-04T07:36:00Z","https://github.com/onceupon/Bash-Oneliner","A collection of handy Bash One-Liners and terminal tricks for data processing and Linux system maintenance."
"saalikmubeen/microservices-architectured-app","2022-05-02T07:00:51Z","https://github.com/saalikmubeen/microservices-architectured-app","Event-driven microservices architectured e-commerce app created using Express.js,  Typescript, NATS-Streaming and Next.js"
"ebarlas/project-loom-c5m","2022-05-01T15:24:08Z","https://github.com/ebarlas/project-loom-c5m","Experiment to achieve 5 million persistent connections with Project Loom virtual threads"
"sissbruecker/linkding","2022-05-01T05:38:33Z","https://github.com/sissbruecker/linkding","Self-hosted bookmark manager that is designed be to be minimal, fast, and easy to set up using Docker."
"envkey/envkey","2022-05-01T04:42:40Z","https://github.com/envkey/envkey","Simple, end-to-end encrypted configuration and secrets management"
"TomWright/dasel","2022-04-27T14:51:21Z","https://github.com/TomWright/dasel","Unified querying, transformation, and modification of JSON, TOML, YAML, XML, INI, HCL, KDL and CSV."
"warp-tech/warpgate","2022-04-24T23:30:39Z","https://github.com/warp-tech/warpgate","Fully transparent SSH, HTTPS, Kubernetes, MySQL and Postgres bastion/PAM that doesn't need additional client-side software"
"riramar/Web-Attack-Cheat-Sheet","2022-04-24T11:30:35Z","https://github.com/riramar/Web-Attack-Cheat-Sheet","Web Attack Cheat Sheet"
"nipafx/demo-java-x","2022-04-23T08:15:34Z","https://github.com/nipafx/demo-java-x","Demonstrates Java 9-18's new features"
"andresriancho/w3af","2022-04-20T23:46:24Z","https://github.com/andresriancho/w3af","w3af: web application attack and audit framework, the open source web vulnerability scanner."
"quackduck/devzat","2022-04-19T04:31:09Z","https://github.com/quackduck/devzat","The devs are over here at devzat, chat over SSH!"
"pglombardo/PasswordPusher","2022-04-18T05:05:13Z","https://github.com/pglombardo/PasswordPusher","🔐   Securely share sensitive information with automatic expiration & deletion after a set number of views or duration.  Track who, what and when with full audit logs."
"onetimesecret/onetimesecret","2022-04-18T05:02:58Z","https://github.com/onetimesecret/onetimesecret","Keep passwords and other sensitive information out of your chat logs and inboxes."
"ExistentialAudio/BlackHole","2022-04-18T01:59:46Z","https://github.com/ExistentialAudio/BlackHole","BlackHole is a modern macOS audio loopback driver that allows applications to pass audio to other applications with zero additional latency."
"panr/hugo-theme-terminal","2022-04-18T01:58:54Z","https://github.com/panr/hugo-theme-terminal","A simple, retro theme for Hugo"
"mtdvio/every-programmer-should-know","2022-04-18T01:58:09Z","https://github.com/mtdvio/every-programmer-should-know","A collection of (mostly) technical things every software developer should know about"
"mobile-shell/mosh","2022-04-15T13:43:27Z","https://github.com/mobile-shell/mosh","Mobile Shell"
"httpie/cli","2022-04-15T01:06:42Z","https://github.com/httpie/cli","🥧 HTTPie CLI  — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more."
"ramimac/aws-customer-security-incidents","2022-04-13T15:00:10Z","https://github.com/ramimac/aws-customer-security-incidents","A repository of breaches of AWS customers"
"cider-security-research/cicd-goat","2022-04-13T02:54:23Z","https://github.com/cider-security-research/cicd-goat","A deliberately vulnerable CI/CD environment. Learn CI/CD security through multiple challenges."
"zimfw/zimfw","2022-04-10T14:43:56Z","https://github.com/zimfw/zimfw","Zim Framework: The Zsh configuration framework with blazing speed and modular extensions."
"http-feeds/http-feeds","2022-04-10T06:54:49Z","https://github.com/http-feeds/http-feeds","Asynchronous event streaming and data replication with plain HTTP APIs."
"ekzhang/bore","2022-04-10T04:36:52Z","https://github.com/ekzhang/bore","🕳 bore is a simple CLI tool for making tunnels to localhost"
"kubeshark/kubeshark","2022-04-10T02:20:24Z","https://github.com/kubeshark/kubeshark","eBPF-powered network observability for Kubernetes. Indexes L4/L7 traffic with full K8s context, decrypts TLS without keys. Queryable by AI agents via MCP and humans via dashboard."
"paul-hammant/tbd","2022-04-08T04:54:47Z","https://github.com/paul-hammant/tbd","Source for TrunkBasedDevelopment.com"
"jedrzejboczar/possession.nvim","2022-04-04T05:54:17Z","https://github.com/jedrzejboczar/possession.nvim","Flexible session management for Neovim."
"BobTheShoplifter/Spring4Shell-POC","2022-04-03T04:36:00Z","https://github.com/BobTheShoplifter/Spring4Shell-POC","Spring4Shell Proof Of Concept/And vulnerable application CVE-2022-22965"
"dagger/dagger","2022-04-02T03:00:28Z","https://github.com/dagger/dagger","Automation engine to build, test and ship any codebase. Runs locally, in CI, or directly in the cloud"
"nrwl/nx","2022-03-30T00:34:04Z","https://github.com/nrwl/nx","The Monorepo Platform that amplifies both developers and AI agents. Nx optimizes your builds, scales your CI, and fixes failed PRs automatically. Ship in half the time."
"Konloch/bytecode-viewer","2022-03-29T14:42:15Z","https://github.com/Konloch/bytecode-viewer","A Java 8+ Jar & Android APK Reverse Engineering Suite (Decompiler, Editor, Debugger & More)"
"oconnor663/sha256_project","2022-03-28T06:18:38Z","https://github.com/oconnor663/sha256_project","The SHA-256 Project, developed for NYU Tandon's Applied Cryptography course"
"baptisteArno/typebot.io","2022-03-27T06:41:00Z","https://github.com/baptisteArno/typebot.io","💬 Typebot is a powerful chatbot builder that you can self-host."
"supertokens/supertokens-core","2022-03-26T13:02:44Z","https://github.com/supertokens/supertokens-core","Open source alternative to Auth0 / Firebase Auth / AWS Cognito "
"foriequal0/pod-graceful-drain","2022-03-23T05:50:20Z","https://github.com/foriequal0/pod-graceful-drain","You don't need `lifecycle: { preStop: { exec: { command: [""sleep"", ""30""] } } }`"
"instrumenta/kubernetes-json-schema","2022-03-22T16:57:51Z","https://github.com/instrumenta/kubernetes-json-schema","Schemas for every version of every object in every version of Kubernetes"
"jorgef/engineeringladders","2022-03-20T07:50:49Z","https://github.com/jorgef/engineeringladders","A framework for Engineering Managers"
"pinterest/snappass","2022-03-18T07:55:50Z","https://github.com/pinterest/snappass","Share passwords securely"
"aristocratos/btop","2022-03-17T05:34:49Z","https://github.com/aristocratos/btop","A monitor of resources"
"ggrossetie/asciidoctor-web-pdf","2022-03-15T09:48:19Z","https://github.com/ggrossetie/asciidoctor-web-pdf","Convert AsciiDoc documents to PDF using web technologies"
"casey/just","2022-03-14T14:37:54Z","https://github.com/casey/just","🤖 Just a command runner"
"wallabag/wallabag","2022-03-14T07:32:41Z","https://github.com/wallabag/wallabag","wallabag is a self hostable application for saving web pages: Save and classify articles. Read them later. Freely."
"cerbos/cerbos","2022-03-09T14:24:29Z","https://github.com/cerbos/cerbos","Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and authorization simple to implement and manage by writing context-aware access control policies for your application resources."
"aptible/supercronic","2022-03-08T00:11:13Z","https://github.com/aptible/supercronic","Cron for containers"
"jupyter-book/jupyter-book","2022-03-05T11:06:57Z","https://github.com/jupyter-book/jupyter-book","Create beautiful, publication-quality books and documents from computational content."
"lwthiker/curl-impersonate","2022-02-27T06:22:29Z","https://github.com/lwthiker/curl-impersonate","curl-impersonate: A special build of curl that can impersonate Chrome & Firefox"
"spaceship-prompt/spaceship-prompt","2022-02-25T06:56:36Z","https://github.com/spaceship-prompt/spaceship-prompt","🚀✨ Minimalistic, powerful and extremely customizable Zsh prompt"
"nvim-lualine/lualine.nvim","2022-02-20T14:01:25Z","https://github.com/nvim-lualine/lualine.nvim","A blazing fast and easy to configure neovim statusline plugin written in pure lua."
"yunlingz/equinusocio-material.vim","2022-02-20T13:52:14Z","https://github.com/yunlingz/equinusocio-material.vim","Equinusocio's material theme for vim"
"kaicataldo/material.vim","2022-02-20T08:34:07Z","https://github.com/kaicataldo/material.vim","🎨 A port of the Material color scheme for Vim/Neovim"
"marko-cerovac/material.nvim","2022-02-20T08:33:34Z","https://github.com/marko-cerovac/material.nvim",":trident: Material colorscheme for NeoVim written in Lua with built-in support for native LSP, TreeSitter and many more plugins"
"yoav-lavi/melody","2022-02-16T23:52:47Z","https://github.com/yoav-lavi/melody","Melody is a language that compiles to regular expressions and aims to be more readable and maintainable"
"mrjones2014/legendary.nvim","2022-02-14T23:33:47Z","https://github.com/mrjones2014/legendary.nvim","🗺️ A legend for your keymaps, commands, and autocmds, integrates with which-key.nvim, lazy.nvim, and more."
"ebarlas/microhttp","2022-02-14T23:32:47Z","https://github.com/ebarlas/microhttp","Fast, scalable, self-contained, single-threaded Java web server"
"ianyh/Amethyst","2022-02-10T06:54:00Z","https://github.com/ianyh/Amethyst","Automatic tiling window manager for macOS à la xmonad."
"dylanaraps/neofetch","2022-02-08T15:53:17Z","https://github.com/dylanaraps/neofetch","🖼️  A command-line system information tool written in bash 3.2+"
"nvim-tree/nvim-tree.lua","2022-02-07T14:41:17Z","https://github.com/nvim-tree/nvim-tree.lua","A file explorer tree for neovim written in lua"
"jonaswinkler/paperless-ng","2022-02-07T13:00:26Z","https://github.com/jonaswinkler/paperless-ng","A supercharged version of paperless: scan, index and archive all your physical documents"
"ohsayan/jotsy","2022-02-06T12:04:27Z","https://github.com/ohsayan/jotsy","Jotsy is a self-hosted, free and open-source note taking app with a goal of simplicity in mind"
"AstroNvim/AstroNvim","2022-02-05T09:05:13Z","https://github.com/AstroNvim/AstroNvim","AstroNvim is an aesthetic and feature-rich neovim config that is extensible and easy to use with a great set of plugins "
"taehoio/oneonone","2022-02-04T07:40:29Z","https://github.com/taehoio/oneonone","Hassle-free 1on1 meeting questions as API"
"logseq/logseq","2022-02-03T07:58:03Z","https://github.com/logseq/logseq","A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: https://logseq.io/p/NX4mc_ggEV"
"httpvoid/writeups","2022-02-03T07:29:14Z","https://github.com/httpvoid/writeups",
"berdav/CVE-2021-4034","2022-02-02T16:07:03Z","https://github.com/berdav/CVE-2021-4034","CVE-2021-4034 1day"
"jpetazzo/container.training","2022-01-31T03:28:15Z","https://github.com/jpetazzo/container.training","Slides and code samples for training, tutorials, and workshops about Docker, containers, and Kubernetes."
"ogham/exa","2022-01-31T03:01:07Z","https://github.com/ogham/exa","A modern replacement for ‘ls’."
"splunk/splunk-connect-for-kubernetes","2022-01-27T10:52:59Z","https://github.com/splunk/splunk-connect-for-kubernetes","Helm charts associated with kubernetes plug-ins"
"postgres-ai/database-lab-engine","2022-01-25T12:18:21Z","https://github.com/postgres-ai/database-lab-engine","DBLab enables 🖖 database branching and ⚡️ thin cloning for any Postgres database and empowers DB testing in CI/CD. This optimizes database-related costs while improving time-to-market and software quality. Follow to stay updated."
"starship/starship","2022-01-24T01:09:59Z","https://github.com/starship/starship","☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
"cybersecsi/houdini","2022-01-22T11:09:46Z","https://github.com/cybersecsi/houdini","Hundreds of Offensive and Useful Docker Images for Network Intrusion. The name says it all."
"JohnLaTwC/Shared","2022-01-16T13:23:17Z","https://github.com/JohnLaTwC/Shared","Shared Blogs and Notebooks"
"opsdisk/the_cyber_plumbers_handbook","2022-01-16T09:01:53Z","https://github.com/opsdisk/the_cyber_plumbers_handbook","Free copy of The Cyber Plumber's Handbook - The definitive guide to Secure Shell (SSH) tunneling, port redirection, and bending traffic like a boss."
"maxgoedjen/secretive","2022-01-11T01:47:03Z","https://github.com/maxgoedjen/secretive","Protect your SSH keys with your Mac's Secure Enclave"
"cloudfoundry/java-buildpack-memory-calculator","2022-01-06T07:41:36Z","https://github.com/cloudfoundry/java-buildpack-memory-calculator","Cloud Foundry JVM Memory Calculator"
"flarum/flarum","2022-01-05T23:29:30Z","https://github.com/flarum/flarum","Simple forum software for building great communities."
"tkellogg/dura","2022-01-03T23:44:04Z","https://github.com/tkellogg/dura","You shouldn't ever lose your work if you're using Git"
"szw/vim-maximizer","2022-01-03T06:31:42Z","https://github.com/szw/vim-maximizer","Maximizes and restores the current window in Vim."
"vladimirvivien/ktop","2022-01-02T11:42:52Z","https://github.com/vladimirvivien/ktop","A top-like tool for your Kubernetes cluster metrics"
"safing/portmaster","2022-01-02T06:43:17Z","https://github.com/safing/portmaster","🏔 Love Freedom - ❌ Block Mass Surveillance"
"hazcod/enpass-cli","2021-12-30T06:50:27Z","https://github.com/hazcod/enpass-cli","Enpass commandline client"
"marktext/marktext","2021-12-26T01:15:24Z","https://github.com/marktext/marktext","📝A simple and elegant markdown editor, available for Linux, macOS and Windows."
"mroth/evalcache","2021-12-16T05:12:13Z","https://github.com/mroth/evalcache",":hatching_chick: zsh plugin to cache eval loads to improve shell startup time"
"mergebase/log4j-detector","2021-12-13T23:45:31Z","https://github.com/mergebase/log4j-detector","A public open sourced tool.  Log4J scanner that detects vulnerable Log4J versions (CVE-2021-44228, CVE-2021-45046, etc) on your file-system within any application. It is able to even find Log4J instances that are hidden several layers deep. Works on Linux, Windows, and Mac, and everywhere else Java runs, too!  TAG_OS_TOOL, OWNER_KELLY, DC_PUBLIC"
"crucial-project/serverless-shell","2021-12-08T13:19:47Z","https://github.com/crucial-project/serverless-shell","Shell scripting for serverless"
"typesense/typesense","2021-12-04T04:59:52Z","https://github.com/typesense/typesense","Open Source alternative to Algolia + Pinecone and an Easier-to-Use alternative to ElasticSearch ⚡ 🔍 ✨ Fast, typo tolerant, in-memory fuzzy Search Engine for building delightful search experiences"
"redwoodjs/graphql","2021-11-30T05:29:43Z","https://github.com/redwoodjs/graphql","RedwoodGraphQL"
"restcli/restcli","2021-11-29T23:42:00Z","https://github.com/restcli/restcli","A rest-cli for intellij http-request. ---> https://blog.jetbrains.com/idea/2022/12/http-client-cli-run-requests-and-tests-on-ci/"
"newren/git-filter-repo","2021-11-29T04:29:45Z","https://github.com/newren/git-filter-repo","Quickly rewrite git repository history (filter-branch replacement)"
"laverdet/node-fibers","2021-11-24T03:29:35Z","https://github.com/laverdet/node-fibers","Fiber/coroutine support for v8 and node."
"gilmarsquinelato/i18n-manager","2021-11-23T11:21:44Z","https://github.com/gilmarsquinelato/i18n-manager","Translation management app"
"whyboris/JSON-i18n-Editor","2021-11-23T11:21:42Z","https://github.com/whyboris/JSON-i18n-Editor","Translate your i18n JSONs for your website or app with this tool"
"adrianlarion/useful-sed","2021-11-23T00:36:30Z","https://github.com/adrianlarion/useful-sed","Useful sed scripts & patterns. "
"allinurl/goaccess","2021-11-21T18:28:38Z","https://github.com/allinurl/goaccess","GoAccess is a real-time web log analyzer and interactive viewer that runs in a terminal in *nix systems or through your browser."
"dapr/dapr","2021-11-16T00:28:36Z","https://github.com/dapr/dapr","Dapr is a portable runtime for building distributed applications across cloud and edge, combining event-driven architecture with workflow orchestration."
"strang1ato/nhi","2021-11-14T03:46:29Z","https://github.com/strang1ato/nhi",":tv: Automatically capture all potentially useful information about each executed command (as well as its output) and get powerful querying mechanism"
"openresty/docker-openresty","2021-11-11T23:40:00Z","https://github.com/openresty/docker-openresty","Docker tooling for OpenResty"
"astralapp/astral","2021-11-07T10:44:56Z","https://github.com/astralapp/astral","Organize Your GitHub Stars With Ease"
"carsonip/hugo-theme-minos","2021-11-07T10:43:05Z","https://github.com/carsonip/hugo-theme-minos","A simple and retro styled Hugo theme ported from Hexo"
"talent-plan/tinykv","2021-11-07T09:23:10Z","https://github.com/talent-plan/tinykv","A course to build distributed key-value service based on TiKV model"
"tikv/tikv","2021-11-07T09:22:46Z","https://github.com/tikv/tikv","Distributed transactional key-value database, originally created to complement TiDB"
"rust-lang/rustlings","2021-11-06T01:17:14Z","https://github.com/rust-lang/rustlings",":crab: Small exercises to get you used to reading and writing Rust code!"
"luau-lang/luau","2021-11-04T15:22:30Z","https://github.com/luau-lang/luau","A small, fast, and embeddable programming language based on Lua with a gradual type system."
"termux/termux-packages","2021-11-03T10:20:34Z","https://github.com/termux/termux-packages","A package build system for Termux."
"NARKOZ/hacker-scripts","2021-11-03T01:54:59Z","https://github.com/NARKOZ/hacker-scripts","Based on a true story"
"csswizardry/ct","2021-11-03T01:47:09Z","https://github.com/csswizardry/ct","Let’s take a look inside your <head>…"
"socketio/socket.io","2021-11-02T06:23:49Z","https://github.com/socketio/socket.io","Bidirectional and low-latency communication for every platform"
"jovotech/jovo-framework","2021-11-02T06:22:37Z","https://github.com/jovotech/jovo-framework","🔈 The React for Voice and Chat: Build Apps for Alexa, Messenger, Instagram, the Web, and more"
"FerretDB/FerretDB","2021-11-02T01:00:03Z","https://github.com/FerretDB/FerretDB","A truly Open Source MongoDB alternative"
"snazy/ohc","2021-10-28T22:36:47Z","https://github.com/snazy/ohc","Java large off heap cache"
"probberechts/hexo-theme-cactus","2021-10-27T07:18:27Z","https://github.com/probberechts/hexo-theme-cactus",":cactus: A responsive, clean and simple theme for Hexo."
"monkeyWzr/hugo-theme-cactus","2021-10-27T01:08:00Z","https://github.com/monkeyWzr/hugo-theme-cactus","Cactus theme for hugo"
"Unleash/unleash","2021-10-26T00:59:47Z","https://github.com/Unleash/unleash","Open-source feature management platform"
"yudai/gotty","2021-10-26T00:46:06Z","https://github.com/yudai/gotty","Share your terminal as a web application"
"sorenisanerd/gotty","2021-10-26T00:44:45Z","https://github.com/sorenisanerd/gotty","Share your terminal as a web application"
"getsentry/sentry","2021-10-26T00:23:53Z","https://github.com/getsentry/sentry","Developer-first error tracking and performance monitoring"
"getsentry/self-hosted","2021-10-26T00:16:59Z","https://github.com/getsentry/self-hosted","Sentry, feature-complete and packaged up for low-volume deployments and proofs-of-concept"
"akinomyoga/ble.sh","2021-10-23T13:29:02Z","https://github.com/akinomyoga/ble.sh","Bash Line Editor―a line editor written in pure Bash with syntax highlighting, auto suggestions, vim modes, etc. for Bash interactive sessions."
"0ang3el/websocket-smuggle","2021-10-21T14:28:55Z","https://github.com/0ang3el/websocket-smuggle","Issues with WebSocket reverse proxying allowing to smuggle HTTP requests"
"GoogleContainerTools/kaniko","2021-10-21T05:57:57Z","https://github.com/GoogleContainerTools/kaniko","Build Container Images In Kubernetes"
"jarun/googler","2021-10-21T05:55:29Z","https://github.com/jarun/googler",":mag: Google from the terminal"
"romkatv/zsh-bin","2021-10-20T15:55:03Z","https://github.com/romkatv/zsh-bin","Statically-linked, hermetic, relocatable Zsh"
"cert-manager/cert-manager","2021-10-20T13:46:03Z","https://github.com/cert-manager/cert-manager","Automatically provision and manage TLS certificates in Kubernetes"
"ScaledAgileDevOps/SADMF","2021-10-18T07:22:53Z","https://github.com/ScaledAgileDevOps/SADMF",
"readthedocs/commonmark.py","2021-10-18T05:05:11Z","https://github.com/readthedocs/commonmark.py","DEPRECATED: Python CommonMark parser"
"Python-Markdown/markdown","2021-10-18T04:44:25Z","https://github.com/Python-Markdown/markdown","A Python implementation of John Gruber’s Markdown with Extension support."
"rclone/rclone","2021-10-17T10:18:06Z","https://github.com/rclone/rclone","""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files"
"akullpp/awesome-java","2021-10-17T06:08:30Z","https://github.com/akullpp/awesome-java","A curated list of awesome frameworks, libraries and software for the Java programming language."
"dillonzq/LoveIt","2021-10-16T07:34:48Z","https://github.com/dillonzq/LoveIt","❤️A clean, elegant but advanced blog theme for Hugo 一个简洁、优雅且高效的 Hugo 主题"
"knadh/hugo-ink","2021-10-16T07:29:00Z","https://github.com/knadh/hugo-ink","Crisp, minimal personal website and blog theme for Hugo"
"vividvilla/ezhil","2021-10-16T07:14:58Z","https://github.com/vividvilla/ezhil","Clean and minimal personal blog theme for Hugo"
"nginx/njs-examples","2021-10-15T02:09:23Z","https://github.com/nginx/njs-examples","NGINX JavaScript examples"
"miyuchina/mistletoe","2021-10-13T23:57:24Z","https://github.com/miyuchina/mistletoe","A fast, extensible and spec-compliant Markdown parser in pure Python."
"tuhdo/os01","2021-10-12T01:10:46Z","https://github.com/tuhdo/os01","Bootstrap yourself to write an OS from scratch. A book for self-learner."
"handtracking-io/yoha","2021-10-12T01:04:25Z","https://github.com/handtracking-io/yoha","A practical hand tracking engine."
"localstack/localstack","2021-10-10T23:53:24Z","https://github.com/localstack/localstack","💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline"
"louislam/uptime-kuma","2021-10-09T19:33:34Z","https://github.com/louislam/uptime-kuma","A fancy self-hosted monitoring tool"
"slidevjs/slidev","2021-10-09T19:10:01Z","https://github.com/slidevjs/slidev","Presentation Slides for Developers"
"maaslalani/slides","2021-10-09T12:22:42Z","https://github.com/maaslalani/slides","Terminal based presentation tool"
"docsifyjs/docsify","2021-10-09T12:19:13Z","https://github.com/docsifyjs/docsify","🃏 A magical documentation site generator."
"mraible/infoq-mini-book","2021-10-09T07:02:37Z","https://github.com/mraible/infoq-mini-book","Template project for creating an InfoQ Mini-Book with Asciidoctor"
"dsebastien/e-book-template","2021-10-09T07:02:34Z","https://github.com/dsebastien/e-book-template","Template project for creating a book with Asciidoctor with a pleasant authoring experience based on Gradle watch (continuous build) + BrowserSync for live reloading"
"MQuy/webpack-deadcode-plugin","2021-10-08T00:20:23Z","https://github.com/MQuy/webpack-deadcode-plugin","Webpack plugin to detect unused files and unused exports in used files"
"Orange-OpenSource/hurl","2021-10-06T00:30:48Z","https://github.com/Orange-OpenSource/hurl","Hurl, run and test HTTP requests with plain text."
"codecrafters-io/build-your-own-x","2021-10-03T21:27:14Z","https://github.com/codecrafters-io/build-your-own-x","Master programming by recreating your favorite technologies from scratch."
"gollum/gollum","2021-10-03T01:37:09Z","https://github.com/gollum/gollum","A simple, Git-powered wiki with a local frontend and support for many kinds of markup and content."
"clvv/fasd","2021-10-02T09:47:39Z","https://github.com/clvv/fasd","Command-line productivity booster, offers quick access to files and directories, inspired by autojump, z and v."
"wangchucheng/hugo-eureka","2021-10-01T01:26:57Z","https://github.com/wangchucheng/hugo-eureka","Eureka is a feature-rich and highly customizable Hugo theme."
"adityatelange/hugo-PaperMod","2021-09-28T14:06:04Z","https://github.com/adityatelange/hugo-PaperMod"," A fast, clean, responsive Hugo theme."
